iter	Logloss
163	0.3496156792
164	0.3489829705
165	0.3484899831
166	0.3482080285
167	0.3474336227
168	0.3469217694
169	0.3465165683
170	0.3459318717
171	0.3455634709
172	0.3450293054
173	0.344463717
174	0.3439420731
175	0.3433002338
176	0.3428733137
177	0.3422813007
178	0.3418655768
179	0.3412806484
180	0.3407342987
181	0.3403275586
182	0.3398387199
183	0.3392392946
184	0.3388434434
185	0.3386620406
186	0.3381556971
187	0.3375211001
188	0.3371190182
189	0.3367089395
190	0.3363878251
191	0.3359215012
192	0.3355673469
193	0.3351649656
194	0.3345916328
195	0.3342610423
196	0.33379243
197	0.3334547289
198	0.3330873775
199	0.3325994396
200	0.3322109094
201	0.3316445978
202	0.3309155838
203	0.3305454806
204	0.3300379807
205	0.329451551
206	0.3291227587
207	0.3285662094
208	0.3281787232
209	0.3277550594
210	0.3273359223
211	0.3268804648
212	0.3265405353
213	0.3259366003
214	0.3256538705
215	0.3251804902
216	0.3247220052
217	0.324276555
218	0.3238617967
219	0.3234158594
220	0.3229767689
221	0.3224865454
222	0.3218237961
223	0.3212587735
224	0.320855076
225	0.32025636
226	0.3198991345
227	0.3196381556
228	0.3189823725
229	0.3184421812
230	0.3178531159
231	0.3175615302
232	0.3172645878
233	0.31669798
234	0.3163210801
235	0.3160244531
236	0.3158065576
237	0.315300938
238	0.3149611699
239	0.3146548349
240	0.3144267422
241	0.3138664196
242	0.3135141473
243	0.3132591277
244	0.3125224743
245	0.3121813764
246	0.3116512833
247	0.3111916912
248	0.310745451
249	0.3102610611
250	0.3099950464
251	0.3095446137
252	0.3090749603
253	0.308658499
254	0.3081371807
255	0.3078204039
256	0.3075780085
257	0.3072136126
258	0.3067525448
259	0.3063696378
260	0.3060022397
261	0.3056556914
262	0.3052734069
263	0.304894519
264	0.3045113037
265	0.3041857209
266	0.3036486159
267	0.303140785
268	0.302793818
269	0.3025647661
270	0.3022006717
271	0.3019852288
272	0.3016877285
273	0.3012740834
274	0.3007483371
275	0.3004927094
276	0.3002145061
277	0.2999761489
278	0.2997994138
279	0.2995578481
280	0.2990748008
281	0.2987260815
282	0.298284703
283	0.2979544274
284	0.2976762892
285	0.2974203545
286	0.2971580125
287	0.2969220831
288	0.2966494468
289	0.2964934784
290	0.2961895479
291	0.2961539265
292	0.2958335669
293	0.2956044048
294	0.2953288502
295	0.2950353126
296	0.2946462627
297	0.2943237829
298	0.2940039949
299	0.2939640531
300	0.2936319389
301	0.2932288646
302	0.2930109997
303	0.2925833035
304	0.2922996155
305	0.2920681238
306	0.2917010661
307	0.2914470922
308	0.2911096291
309	0.2907259312
310	0.290329782
311	0.2900775601
312	0.2898705525
313	0.289857101
314	0.2895158555
315	0.2892514401
316	0.289194797
317	0.2889144932
318	0.2884482407
319	0.2879616058
320	0.2877326759
321	0.2874245691
322	0.2871194157
323	0.2867401299
324	0.2865298149
325	0.2862722591
326	0.2858785789
327	0.2856549412
328	0.2852561552
329	0.2848773771
330	0.2847301626
331	0.2844985183
332	0.2841078794
333	0.2839031103
334	0.2836772134
335	0.2832325566
336	0.2832250643
337	0.2828751116
338	0.2825197437
339	0.2822320543
340	0.2819128714
341	0.2817206979
342	0.2813595136
343	0.2810415283
344	0.2808785753
345	0.2806044489
346	0.2803690916
347	0.2800698355
348	0.2798886613
349	0.2794993473
350	0.2791808791
351	0.2790655386
352	0.2789451979
353	0.2785698744
354	0.278458341
355	0.2783403862
356	0.2781465732
357	0.2778553609
358	0.2774417425
359	0.277382941
360	0.2772296104
361	0.2769778981
362	0.2767362679
363	0.2764926562
364	0.2762597102
365	0.2760193714
366	0.2758085951
367	0.2755114163
368	0.2752261143
369	0.2750099472
370	0.27475657
371	0.2745958229
372	0.2743649142
373	0.2739939769
374	0.2736832433
375	0.273250618
376	0.2730210781
377	0.2726753758
378	0.2723570115
379	0.2721432518
380	0.2719611112
381	0.271671158
382	0.2712169958
383	0.2710566687
384	0.270758748
385	0.2705046471
386	0.270372547
387	0.2700986809
388	0.2697235031
389	0.2696020084
390	0.2693358557
391	0.2693261036
392	0.2690708356
393	0.2687038995
394	0.268412658
395	0.268155462
396	0.2680519533
397	0.2678775959
398	0.2676581431
399	0.2673571947
400	0.2672037747
401	0.2669430073
402	0.2667293964
403	0.2662673382
404	0.2660274424
405	0.2658916455
406	0.2655568359
407	0.2654005327
408	0.2651583828
409	0.2648343432
410	0.2646750944
411	0.2643777587
412	0.2642530022
413	0.2640880059
414	0.2638380667
415	0.2635777865
416	0.2633202368
417	0.2632147407
418	0.2628443366
419	0.2625863567
420	0.2623409281
421	0.2620931994
422	0.2617428188
423	0.2616448061
424	0.2614820493
425	0.2611174087
426	0.2608259766
427	0.2605548637
428	0.2603428531
429	0.2601823711
430	0.2601662019
431	0.259977465
432	0.2596704376
433	0.2594454269
434	0.2591999195
435	0.25879931
436	0.2585238537
437	0.2583451462
438	0.258049548
439	0.2577559518
440	0.2572318411
441	0.2570439326
442	0.2568572341
443	0.2564866233
444	0.2562581942
445	0.2560122064
446	0.2556658551
447	0.2553634333
448	0.255176051
449	0.2549426452
450	0.2547661884
451	0.2544671831
452	0.2542317016
453	0.2540140384
454	0.2537888935
455	0.2533946206
456	0.2533094036
457	0.2530911629
458	0.2526319465
459	0.2525099931
460	0.2523156388
461	0.2519035755
462	0.2515936094
463	0.2514365328
464	0.2512993116
465	0.2510799246
466	0.2509133354
467	0.2507440377
468	0.2504988886
469	0.2500561007
470	0.24975196
471	0.2495278502
472	0.2493875328
473	0.2492064158
474	0.2490780457
475	0.2489268228
476	0.2484638934
477	0.2482540658
478	0.248080797
479	0.247784482
480	0.2474741835
481	0.2472095409
482	0.2469453997
483	0.2466780336
484	0.2463839835
485	0.2461237254
486	0.2458432018
487	0.2456679042
488	0.2454317883
489	0.2450734282
490	0.2448808046
491	0.2445942343
492	0.2444364864
493	0.2440415144
494	0.2436122115
495	0.2434756629
496	0.2433343269
497	0.2429924904
498	0.2428516733
499	0.2426566442
500	0.2424461145
501	0.2421472466
502	0.2419118602
503	0.2415978126
504	0.2413094988
505	0.2410487743
506	0.2408600229
507	0.2406833605
508	0.2404928858
509	0.240274858
510	0.2398432438
511	0.2396729196
512	0.2394648652
513	0.2392128424
514	0.2390651917
515	0.2387735227
516	0.2384832929
517	0.2381724167
518	0.2378150807
519	0.2375705283
520	0.2374377017
521	0.237215384
522	0.236849854
523	0.2364527841
524	0.2361878281
525	0.2360420878
526	0.2357646003
527	0.2355953468
528	0.2353552266
529	0.2352478168
530	0.2350176297
531	0.2347725696
532	0.234618084
533	0.2344681975
534	0.2341617093
535	0.2339080779
536	0.2336545322
537	0.2333916442
538	0.2330343438
539	0.2329026959
540	0.2327907291
541	0.2325733228
542	0.2324068821
543	0.2321711412
544	0.2320060386
545	0.2316272169
546	0.23139181
547	0.2310967035
548	0.2309894976
549	0.2307754591
550	0.2304695782
551	0.2302636117
552	0.2301219272
553	0.2298686197
554	0.2295997215
555	0.2292316972
556	0.2290304286
557	0.2287719805
558	0.2285029598
559	0.228292124
560	0.2279470478
561	0.2276920894
562	0.227517724
563	0.2271936246
564	0.2271761869
565	0.2269879031
566	0.2268286517
567	0.2266413954
568	0.2263180132
569	0.2261006387
570	0.2259318478
571	0.2257899525
572	0.2255402783
573	0.2252736567
574	0.2251518257
575	0.2249322771
576	0.2246134316
577	0.224410153
578	0.2242156076
579	0.2240433671
580	0.224028023
581	0.2237778215
582	0.2234509057
583	0.223177514
584	0.222835765
585	0.2225792198
586	0.2223354914
587	0.2222669309
588	0.2221295098
589	0.22194935
590	0.2217394727
591	0.2215480161
592	0.2213659539
593	0.2211939312
594	0.2211044616
595	0.2209866876
596	0.2206648265
597	0.2203642259
598	0.2200118662
599	0.2197334678
600	0.2193800216
601	0.219090897
602	0.2189918246
603	0.2189835626
604	0.218768889
605	0.218584829
606	0.2183222046
607	0.2180151795
608	0.2177616233
609	0.2175945599
610	0.2174073534
611	0.2171539785
612	0.2169289747
613	0.2167224084
614	0.2165452807
615	0.2164104419
616	0.216140846
617	0.2159639433
618	0.2157004786
619	0.2155103917
620	0.2153399259
621	0.2152861464
622	0.214986952
623	0.2148487717
624	0.214638745
625	0.214568897
626	0.2143333935
627	0.2140580654
628	0.2138986526
629	0.2136209366
630	0.2133859542
631	0.2131947588
632	0.2130282753
633	0.212801796
634	0.2125647931
635	0.2123705323
636	0.2121990691
637	0.211961247
638	0.2118215292
639	0.2116440083
640	0.2115306151
641	0.2113897386
642	0.211129392
643	0.2109462537
644	0.2107750885
645	0.2106231285
646	0.2104896113
647	0.2102335576
648	0.2099894029
649	0.2097757596
650	0.2096181635
651	0.2093499518
652	0.2092116118
653	0.2090051534
654	0.2088185761
655	0.2085740734
656	0.2084145951
657	0.208026289
658	0.2078919742
659	0.2077755994
660	0.2076299619
661	0.2074342232
662	0.2071608193
663	0.2068659901
664	0.2066353294
665	0.2064296232
666	0.2062262625
667	0.2059787721
668	0.2057020796
669	0.2055784088
670	0.205439257
671	0.205307685
672	0.2050537419
673	0.2049452991
674	0.2045707862
675	0.2042678514
676	0.2040887881
677	0.2039050707
678	0.2037469141
679	0.2035920526
680	0.2035136583
681	0.2032747138
682	0.2030925895
683	0.2028740176
684	0.2027055724
685	0.2025081747
686	0.2023104507
687	0.2021457527
688	0.201984321
689	0.2017293619
690	0.2015540135
691	0.2014340296
692	0.2011899785
693	0.2010314592
694	0.2009326242
695	0.2007443436
696	0.2004706573
697	0.2002834555
698	0.1999799587
699	0.1996557098
700	0.1994788516
701	0.1992988106
702	0.1991900367
703	0.1989049345
704	0.1986983863
705	0.198531793
706	0.198275578
707	0.1980934949
708	0.1978773031
709	0.1977431459
710	0.197586969
711	0.1974728283
712	0.1972491361
713	0.1969883278
714	0.1968141863
715	0.1966817905
716	0.1964920047
717	0.1963491947
718	0.1961631619
719	0.1960864269
720	0.1959215527
721	0.1956664942
722	0.1953210041
723	0.1950496067
724	0.1948433287
725	0.1946273756
726	0.1944461086
727	0.1943468549
728	0.1941486515
729	0.1938416684
730	0.1935927113
731	0.1935141448
732	0.1932306483
733	0.1930768734
734	0.1926996158
735	0.192603313
736	0.1924807689
737	0.1923384367
738	0.1922269385
739	0.1920725388
740	0.1919751829
741	0.1917118841
742	0.1915408513
743	0.1913947939
744	0.1911559861
745	0.1909664209
746	0.1906660228
747	0.1904872402
748	0.1902935252
749	0.1901336139
750	0.1897674603
751	0.1895939305
752	0.1893852142
753	0.1893026485
754	0.18921747
755	0.1890353205
756	0.188826646
757	0.1886709029
758	0.1885100095
759	0.188242118
760	0.1880098124
761	0.1878818535
762	0.1876908217
763	0.1873979295
764	0.187271343
765	0.1870547749
766	0.1868396676
767	0.1867649051
768	0.1865997839
769	0.1863717797
770	0.186273448
771	0.186128549
772	0.1859219362
773	0.1856588358
774	0.1855115166
775	0.1854056262
776	0.1851605976
777	0.1849799447
778	0.1848855785
779	0.1847350843
780	0.1845068121
781	0.1843235574
782	0.1840995932
783	0.18380274
784	0.183596678
785	0.1834114474
786	0.1832476414
787	0.1829761643
788	0.1827831619
789	0.1826855434
790	0.1824841225
791	0.1824245523
792	0.1823033213
793	0.1821737733
794	0.181979737
795	0.1818264282
796	0.1816483507
797	0.181532725
798	0.1814003318
799	0.1812887117
800	0.181098747
801	0.1809849519
802	0.180730029
803	0.180609267
804	0.1804744614
805	0.1802752969
806	0.1801482981
807	0.1799828358
808	0.1797426467
809	0.1796656898
810	0.1794331457
811	0.1792052427
812	0.1789821712
813	0.1788523572
814	0.1787199529
815	0.1785675551
816	0.1783853289
817	0.1781611536
818	0.1779995341
819	0.1777288658
820	0.1774440751
821	0.1772148149
822	0.1771274898
823	0.1769863726
824	0.1768270545
825	0.176706906
826	0.1766061517
827	0.1764482996
828	0.1763414865
829	0.1761908655
830	0.176020475
831	0.1758703284
832	0.1757315377
833	0.1755549273
834	0.1754325212
835	0.1753233104
836	0.1751445599
837	0.1750734582
838	0.1748307875
839	0.1746025095
840	0.1745014392
841	0.1743071345
842	0.174150669
843	0.1739428287
844	0.1737893009
845	0.1736992649
846	0.1736466069
847	0.1735042906
848	0.1734293525
849	0.173104176
850	0.1728974055
851	0.1727076522
852	0.1725369373
853	0.1723323686
854	0.1721139829
855	0.1720322428
856	0.1717885667
857	0.171730471
858	0.1715126661
859	0.1712677414
860	0.1710867832
861	0.1708625296
862	0.1706579419
863	0.1704760861
864	0.1702775772
865	0.1702033327
866	0.1701346324
867	0.1699570615
868	0.1697670308
869	0.1694885129
870	0.169364999
871	0.1692632991
872	0.1691061379
873	0.1689397365
874	0.1688492776
875	0.1687433479
876	0.1686076975
877	0.1684458047
878	0.1682564469
879	0.1681351399
880	0.1679008123
881	0.1677680394
882	0.1675839751
883	0.1674536368
884	0.1672829729
885	0.1671009958
886	0.1669712797
887	0.1668415376
888	0.1666864035
889	0.1665317437
890	0.1663800534
891	0.1662613357
892	0.1661225444
893	0.1659515889
894	0.1658261467
895	0.1656664627
896	0.1655034079
897	0.1653312746
898	0.1651796682
899	0.1650047455
900	0.1649063709
901	0.1648231839
902	0.1647234742
903	0.1646065575
904	0.1645042528
905	0.1644102373
906	0.1642116032
907	0.1640309505
908	0.1638683609
909	0.1637152188
910	0.1635523406
911	0.1633684506
912	0.1632261216
913	0.1631183344
914	0.1629859926
915	0.1628316081
916	0.1626828655
917	0.162526258
918	0.1623785962
919	0.1622706902
920	0.1621907442
921	0.1620805163
922	0.1619998288
923	0.1618592261
924	0.1617493326
925	0.1616414276
926	0.1614878295
927	0.1612006565
928	0.1610840751
929	0.1609225161
930	0.160798661
931	0.16054469
932	0.1604370943
933	0.1602933081
934	0.1601200342
935	0.1599699388
936	0.1598321601
937	0.1596690564
938	0.1595395907
939	0.1593928998
940	0.1592257291
941	0.1590904931
942	0.158989253
943	0.1588416344
944	0.1587234488
945	0.158577014
946	0.1584564543
947	0.1583363435
948	0.1580912131
949	0.1579416009
950	0.1578498666
951	0.157656266
952	0.1575093038
953	0.1573814333
954	0.1572398698
955	0.1571268988
956	0.1570309413
957	0.1569414577
958	0.1567902199
959	0.1566406692
960	0.1565563005
961	0.1564161628
962	0.1563496472
963	0.1560780802
964	0.1559011728
965	0.1558117877
966	0.1557145862
967	0.1555761537
968	0.1555049085
969	0.1553595484
970	0.1552206427
971	0.15507717
972	0.1548789726
973	0.1547574146
974	0.1545800867
975	0.1544250594
976	0.1542999682
977	0.1541656663
978	0.1540527585
979	0.1539725883
980	0.1539084283
981	0.1536331272
982	0.15352342
983	0.1534160452
984	0.1532969674
985	0.1531262479
986	0.1529064415
987	0.1527080948
988	0.1526109361
989	0.1524035615
990	0.1522934909
991	0.15220505
992	0.1519675677
993	0.1518641881
994	0.1517160474
995	0.1516093112
996	0.151541824
997	0.1513018194
998	0.1512227877
999	0.1510914621
