iter	Passed	Remaining
151	372	2078
152	374	2074
153	376	2068
154	377	2059
155	379	2052
156	380	2044
157	382	2038
158	384	2032
159	385	2025
160	387	2016
161	388	2010
162	390	2004
163	391	1997
164	393	1989
165	394	1979
166	395	1974
167	397	1966
168	398	1959
169	399	1951
170	400	1943
171	403	1940
172	404	1933
173	405	1926
174	407	1920
175	409	1916
176	410	1910
177	412	1903
178	413	1897
179	415	1894
180	417	1887
181	418	1881
182	420	1875
183	422	1872
184	423	1866
185	425	1861
186	426	1855
187	428	1851
188	430	1845
189	431	1839
190	432	1833
191	434	1829
192	436	1823
193	437	1818
194	439	1813
195	441	1810
196	442	1804
197	444	1799
198	445	1793
199	447	1790
200	449	1785
201	450	1780
202	452	1774
203	454	1772
204	455	1767
205	457	1762
206	458	1757
207	461	1755
208	462	1750
209	464	1745
210	465	1741
211	467	1737
212	468	1732
213	469	1726
214	471	1720
215	473	1718
216	474	1713
217	476	1709
218	478	1704
219	479	1700
220	481	1696
221	482	1692
222	484	1687
223	486	1685
224	488	1681
225	489	1676
226	490	1671
227	493	1672
228	495	1667
229	496	1663
230	499	1661
231	501	1661
232	503	1657
233	505	1654
234	507	1651
235	509	1650
236	512	1649
237	514	1646
238	515	1642
239	517	1640
240	519	1636
241	521	1632
242	522	1629
243	526	1632
244	528	1629
245	530	1627
246	532	1624
247	534	1620
248	536	1616
249	538	1616
250	540	1613
251	542	1609
252	544	1606
253	545	1603
254	550	1608
255	552	1604
256	554	1602
257	556	1599
258	558	1597
259	560	1596
260	563	1594
261	564	1589
262	566	1586
263	568	1583
264	570	1581
265	571	1577
266	572	1572
267	574	1568
268	576	1565
269	577	1561
270	579	1557
271	580	1554
272	582	1551
273	584	1547
274	585	1544
275	587	1540
276	589	1537
277	590	1533
278	591	1529
279	593	1525
280	595	1523
281	596	1519
282	598	1515
283	599	1511
284	601	1508
285	602	1503
286	603	1499
287	605	1496
288	606	1492
289	608	1490
290	609	1486
291	611	1482
292	612	1478
293	614	1476
294	616	1473
295	618	1469
296	619	1466
297	621	1464
298	622	1459
299	624	1456
300	625	1452
301	628	1452
302	629	1448
303	631	1445
304	633	1442
305	634	1440
306	636	1437
307	638	1433
308	640	1431
309	641	1428
310	643	1425
311	645	1422
312	647	1421
313	649	1417
314	650	1414
315	651	1410
316	653	1408
317	655	1405
318	656	1402
319	659	1401
320	661	1398
321	662	1394
322	663	1391
323	666	1390
324	667	1386
325	669	1383
326	670	1380
327	672	1378
328	674	1375
329	675	1372
330	677	1368
331	679	1366
332	680	1363
333	682	1360
334	683	1356
335	685	1354
336	686	1351
337	688	1348
338	689	1345
339	691	1342
340	693	1339
341	694	1336
342	696	1333
343	698	1331
344	699	1328
345	700	1324
346	702	1321
347	704	1319
348	705	1316
349	706	1312
350	708	1310
351	710	1308
352	712	1305
353	713	1301
354	715	1299
355	717	1297
356	718	1294
357	720	1291
358	721	1289
359	723	1286
360	725	1284
361	727	1281
362	728	1278
363	730	1277
364	732	1274
365	733	1271
366	736	1270
367	738	1267
368	739	1265
369	741	1262
370	745	1263
371	746	1260
372	748	1257
373	750	1255
374	752	1253
375	753	1250
376	754	1247
377	756	1245
378	758	1242
379	759	1239
380	761	1236
381	762	1234
382	764	1231
383	765	1228
384	767	1225
385	769	1223
386	770	1221
387	772	1218
388	773	1215
389	775	1213
390	777	1210
391	778	1207
392	780	1205
393	781	1202
394	783	1200
395	784	1197
396	786	1194
397	788	1192
398	789	1189
399	791	1186
400	792	1183
401	794	1181
402	795	1178
403	797	1176
404	798	1173
405	800	1170
406	802	1168
407	803	1166
408	805	1163
409	807	1161
410	808	1159
411	810	1156
412	811	1153
413	813	1151
414	815	1149
415	816	1146
416	818	1144
417	820	1141
418	821	1139
419	822	1136
420	824	1133
421	825	1131
422	827	1129
423	828	1125
424	830	1123
425	831	1120
426	833	1118
427	834	1115
428	836	1113
429	837	1110
430	839	1108
431	841	1105
432	842	1103
433	844	1100
434	845	1098
435	847	1095
436	848	1093
437	850	1090
438	851	1088
439	853	1086
440	854	1083
441	856	1081
442	857	1078
443	859	1076
444	861	1074
445	862	1071
446	864	1069
447	865	1066
448	867	1064
449	868	1062
450	870	1059
451	872	1057
452	873	1055
453	875	1052
454	876	1050
455	879	1048
456	880	1046
457	881	1043
458	883	1041
459	885	1039
460	886	1036
461	888	1034
462	889	1031
463	891	1030
464	893	1027
465	894	1025
466	896	1022
467	897	1020
468	899	1017
469	900	1015
470	902	1013
471	903	1010
472	904	1008
473	906	1005
474	907	1003
475	909	1000
476	910	998
477	912	996
478	913	993
479	914	991
480	916	988
481	918	986
482	919	984
483	920	981
484	922	979
485	924	977
486	925	974
487	926	972
488	928	970
489	930	968
490	931	965
491	932	963
492	934	960
493	935	958
494	937	956
495	939	954
496	940	952
497	942	949
498	943	947
499	945	945
500	946	943
501	948	940
502	950	938
503	951	936
504	952	933
505	953	931
506	957	930
507	958	928
508	959	925
509	961	923
510	963	921
511	964	919
512	965	916
513	967	914
514	969	912
515	970	910
516	972	908
517	973	905
518	975	903
519	976	901
520	977	899
521	979	896
522	980	894
523	982	892
524	984	890
525	985	888
526	986	885
527	988	883
528	990	881
529	991	879
530	993	877
531	994	875
532	996	872
533	997	870
534	998	868
535	999	865
536	1001	863
537	1002	861
538	1004	858
539	1005	856
540	1006	854
541	1008	852
542	1009	849
543	1011	847
544	1012	845
545	1014	843
546	1016	841
547	1017	839
548	1019	837
549	1021	835
550	1023	833
551	1024	831
552	1026	829
553	1028	827
554	1030	825
555	1031	823
556	1032	821
557	1034	819
558	1036	817
559	1037	815
560	1039	813
561	1040	811
562	1042	809
563	1043	807
564	1045	804
565	1047	803
566	1048	800
567	1049	798
568	1051	796
569	1053	794
570	1054	792
571	1056	790
572	1057	788
573	1060	787
574	1062	785
575	1064	783
576	1066	781
577	1067	779
578	1068	777
579	1070	775
580	1072	773
581	1074	771
582	1075	769
583	1077	767
584	1079	765
585	1082	764
586	1085	763
587	1086	761
588	1088	759
589	1089	757
590	1092	755
591	1093	753
592	1096	752
593	1099	751
594	1100	749
595	1101	746
596	1103	744
597	1104	742
598	1106	740
599	1107	738
600	1108	736
601	1110	734
602	1112	732
603	1113	730
604	1115	728
605	1116	725
606	1118	724
607	1119	721
608	1121	720
609	1122	717
610	1124	716
611	1126	713
612	1127	712
613	1129	710
614	1131	708
615	1132	706
616	1134	704
617	1136	702
618	1137	700
619	1139	698
620	1140	696
621	1142	694
622	1144	692
623	1145	690
624	1147	688
625	1148	686
626	1150	684
627	1152	682
628	1153	680
629	1155	678
630	1157	676
631	1158	674
632	1159	672
633	1161	670
634	1163	668
635	1164	666
636	1166	664
637	1167	662
638	1169	660
639	1171	658
640	1173	657
641	1175	655
642	1176	653
643	1178	651
644	1179	649
645	1180	647
646	1182	645
647	1184	643
648	1185	641
649	1187	639
650	1188	637
651	1190	635
652	1192	633
653	1193	631
654	1197	630
655	1198	628
656	1200	626
657	1201	624
658	1203	622
659	1204	620
660	1206	618
661	1207	616
662	1209	614
663	1210	612
664	1212	610
665	1214	608
666	1215	606
667	1217	604
668	1218	602
669	1219	600
670	1221	599
671	1223	596
672	1224	595
673	1226	593
674	1229	591
675	1230	589
676	1232	587
677	1233	586
678	1235	584
679	1236	582
680	1238	579
681	1239	577
682	1241	576
683	1242	574
684	1243	572
685	1245	570
686	1247	568
687	1248	566
688	1250	564
689	1251	562
690	1253	560
691	1254	558
692	1256	556
693	1257	554
694	1259	552
695	1260	550
696	1262	548
697	1263	546
698	1265	544
699	1266	542
700	1268	541
701	1269	539
702	1271	537
703	1272	535
704	1274	533
705	1275	531
706	1277	529
707	1278	527
708	1280	525
709	1281	523
710	1282	521
711	1284	519
712	1286	517
713	1287	515
714	1289	513
715	1290	511
716	1292	510
717	1293	508
718	1295	506
719	1296	504
720	1298	502
721	1299	500
722	1301	498
723	1302	496
724	1304	494
725	1306	492
726	1307	491
727	1308	489
728	1310	487
729	1312	485
730	1313	483
731	1315	481
732	1316	479
733	1319	478
734	1322	476
735	1325	475
736	1327	473
737	1328	471
738	1330	469
739	1331	467
740	1333	466
741	1334	464
742	1335	462
743	1337	460
744	1338	458
745	1340	456
746	1341	454
747	1343	452
748	1345	450
749	1346	448
750	1348	446
751	1349	445
752	1351	443
753	1352	441
754	1354	439
755	1355	437
756	1357	435
757	1358	433
758	1360	431
759	1361	429
760	1363	428
761	1364	426
762	1366	424
763	1367	422
764	1369	420
765	1370	418
766	1372	416
767	1373	415
768	1375	413
769	1377	411
770	1378	409
771	1379	407
772	1381	405
773	1382	403
774	1384	401
775	1385	400
776	1387	398
777	1389	396
778	1390	394
779	1392	392
780	1393	390
781	1395	388
782	1396	387
783	1398	385
784	1399	383
785	1401	381
786	1403	379
787	1404	377
788	1406	376
789	1408	374
790	1409	372
791	1411	370
792	1412	368
793	1414	366
794	1416	365
795	1417	363
796	1418	361
797	1420	359
798	1422	357
799	1423	355
800	1425	354
801	1426	352
802	1428	350
803	1430	348
804	1431	346
805	1433	344
806	1435	343
807	1436	341
808	1437	339
809	1439	337
810	1441	335
811	1442	334
812	1444	332
813	1445	330
814	1447	328
815	1448	326
816	1450	324
817	1451	322
818	1453	321
819	1454	319
820	1456	317
821	1457	315
822	1459	313
823	1460	312
824	1462	310
825	1463	308
826	1465	306
827	1467	304
828	1468	302
829	1470	301
830	1471	299
831	1473	297
832	1475	295
833	1476	293
834	1477	291
835	1479	290
836	1480	288
837	1482	286
838	1483	284
839	1485	282
840	1487	281
841	1488	279
842	1490	277
843	1491	275
844	1493	273
845	1494	272
846	1496	270
847	1497	268
848	1499	266
849	1501	264
850	1502	263
851	1504	261
852	1505	259
853	1507	257
854	1508	255
855	1509	254
856	1511	252
857	1513	250
858	1514	248
859	1516	246
860	1517	244
861	1519	243
862	1521	241
863	1522	239
864	1524	237
865	1526	236
866	1527	234
867	1529	232
868	1530	230
869	1532	228
870	1533	227
871	1535	225
872	1536	223
873	1538	221
874	1540	220
875	1541	218
876	1543	216
877	1544	214
878	1546	212
879	1547	211
880	1549	209
881	1550	207
882	1552	205
883	1553	203
884	1555	202
885	1556	200
886	1558	198
887	1560	196
888	1561	194
889	1563	193
890	1565	191
891	1566	189
892	1567	187
893	1569	186
894	1571	184
895	1572	182
896	1573	180
897	1575	178
898	1576	177
899	1578	175
900	1579	173
901	1580	171
902	1582	169
903	1584	168
904	1585	166
905	1586	164
906	1588	162
907	1589	161
908	1591	159
909	1592	157
910	1594	155
911	1595	153
912	1597	152
913	1599	150
914	1601	148
915	1602	146
916	1604	145
917	1605	143
918	1607	141
919	1608	139
920	1610	138
921	1611	136
922	1613	134
923	1614	132
924	1616	131
925	1618	129
926	1619	127
927	1620	125
928	1622	124
929	1624	122
930	1625	120
931	1627	118
932	1628	116
933	1630	115
934	1631	113
935	1632	111
936	1634	109
937	1636	108
938	1637	106
939	1639	104
940	1640	102
941	1642	101
942	1643	99
943	1645	97
944	1646	95
945	1647	94
946	1649	92
947	1650	90
948	1652	88
949	1653	87
950	1655	85
951	1656	83
952	1658	81
953	1659	80
954	1661	78
955	1662	76
956	1664	74
957	1665	73
958	1666	71
959	1668	69
960	1670	67
961	1671	66
962	1672	64
963	1674	62
964	1676	60
965	1677	59
966	1679	57
967	1681	55
968	1682	53
969	1684	52
970	1685	50
971	1687	48
972	1689	46
973	1690	45
974	1692	43
975	1693	41
976	1695	39
977	1696	38
978	1698	36
979	1699	34
980	1701	32
981	1702	31
982	1704	29
983	1705	27
984	1707	26
985	1709	24
986	1710	22
987	1711	20
988	1713	19
989	1714	17
990	1716	15
991	1717	13
992	1719	12
993	1721	10
994	1722	8
995	1723	6
996	1725	5
997	1726	3
998	1728	1
999	1730	0
