iter	Logloss
221	0.3194751892
222	0.3192002563
223	0.3186907654
224	0.3182671814
225	0.3181645508
226	0.3178812256
227	0.3173630981
228	0.3169882202
229	0.3165357666
230	0.316106842
231	0.3155743713
232	0.3149639893
233	0.3146477356
234	0.3144453125
235	0.3140941772
236	0.3137505798
237	0.3133811646
238	0.3129063416
239	0.3122871704
240	0.311952179
241	0.3117115479
242	0.3113980713
243	0.3111044312
244	0.3109038696
245	0.3105812073
246	0.3102315063
247	0.3098825684
248	0.3096772461
249	0.3092250366
250	0.3090720825
251	0.3088973999
252	0.3084995728
253	0.3081343384
254	0.3079055176
255	0.3076426392
256	0.3071044312
257	0.3066454163
258	0.306138855
259	0.3058101501
260	0.3053196411
261	0.3052665405
262	0.3047835999
263	0.3045009155
264	0.3038446655
265	0.3034525146
266	0.3026998291
267	0.3021864014
268	0.3018587646
269	0.3015721436
270	0.3011137085
271	0.3009143982
272	0.3006742554
273	0.3003002319
274	0.300010498
275	0.2995509033
276	0.2992369385
277	0.2989588013
278	0.298679657
279	0.2985877075
280	0.2982870178
281	0.2980498657
282	0.2977042542
283	0.2972877808
284	0.2969876404
285	0.2969629517
286	0.2966089478
287	0.2961968689
288	0.2960501709
289	0.2957089539
290	0.2952069397
291	0.2948244019
292	0.2947038574
293	0.2943364563
294	0.2940707397
295	0.2937077332
296	0.2933720703
297	0.2930290833
298	0.2930072327
299	0.2926671143
300	0.2923551636
301	0.2919243774
302	0.291576416
303	0.2913053589
304	0.2910393066
305	0.2907315369
306	0.2904520874
307	0.2904130859
308	0.2901647339
309	0.2900271912
310	0.2896737671
311	0.289424408
312	0.2891320801
313	0.288602417
314	0.2884552612
315	0.2882238464
316	0.2880406799
317	0.287719635
318	0.2875132751
319	0.2869634399
320	0.2867323303
321	0.2866142273
322	0.286196228
323	0.2857037048
324	0.2852858582
325	0.2847771912
326	0.2844621582
327	0.284019928
328	0.2836312561
329	0.2833660583
330	0.282953064
331	0.2826304016
332	0.2824846802
333	0.2821570435
334	0.2819085693
335	0.2816553345
336	0.2814787292
337	0.2813216248
338	0.2811085815
339	0.2809502563
340	0.280614502
341	0.2803721924
342	0.2799867249
343	0.2797006836
344	0.2795188599
345	0.2791892395
346	0.2788724365
347	0.2786139526
348	0.278328125
349	0.2781236877
350	0.2776484375
351	0.2772988586
352	0.2770862732
353	0.2768018494
354	0.2766152039
355	0.2763074646
356	0.2758560791
357	0.2754264526
358	0.2751741028
359	0.2749047852
360	0.2743878174
361	0.2740405579
362	0.2737321167
363	0.2735113525
364	0.273321167
365	0.2731227417
366	0.2727739868
367	0.2725208435
368	0.2723692627
369	0.2719532166
370	0.2714844971
371	0.2710801392
372	0.2707136841
373	0.2703795166
374	0.2702207642
375	0.2699168091
376	0.2696767883
377	0.2693935852
378	0.2692669067
379	0.2689842529
380	0.2686978455
381	0.2683435059
382	0.2682037354
383	0.2678413086
384	0.2675431824
385	0.2673063965
386	0.2668097534
387	0.2664163208
388	0.2662811279
389	0.2661545715
390	0.2658360901
391	0.2654285278
392	0.2651311646
393	0.2649368591
394	0.2646867676
395	0.2644307251
396	0.2643080444
397	0.2640097351
398	0.2637769775
399	0.2634971313
400	0.2633076782
401	0.2630490112
402	0.2627132568
403	0.262380188
404	0.2619332581
405	0.2618928528
406	0.2615862427
407	0.26127771
408	0.2609260254
409	0.2607119446
410	0.2604490967
411	0.2602798462
412	0.2600447998
413	0.2596943054
414	0.2595007935
415	0.2592406921
416	0.2589264526
417	0.2586690979
418	0.2583705444
419	0.2580945435
420	0.2579472656
421	0.2577330322
422	0.2573760071
423	0.2573684387
424	0.2571755371
425	0.2569007568
426	0.2565930176
427	0.2563579712
428	0.25612854
429	0.2560107117
430	0.2557504272
431	0.2554350586
432	0.2551549225
433	0.2549339294
434	0.2546437378
435	0.2542763367
436	0.2541399078
437	0.253854599
438	0.2536891022
439	0.2534588623
440	0.2530943909
441	0.2528026581
442	0.2525657043
443	0.2523743591
444	0.2521361847
445	0.2518377686
446	0.2518045044
447	0.2514684753
448	0.2512472229
449	0.2511020813
450	0.2505647736
451	0.2503128967
452	0.2500387421
453	0.2498707275
454	0.2495260315
455	0.2493527679
456	0.2490841217
457	0.2487864532
458	0.248447052
459	0.2482802124
460	0.2480864868
461	0.2477348785
462	0.2474612122
463	0.2471824036
464	0.2469413757
465	0.2468399048
466	0.246631897
467	0.2464100647
468	0.2462493896
469	0.2460759277
470	0.245836853
471	0.2454086151
472	0.2453815613
473	0.2451490173
474	0.2448951569
475	0.2448246765
476	0.2446941833
477	0.2442790375
478	0.2441898499
479	0.2440222778
480	0.2437975159
481	0.2436768494
482	0.2434442902
483	0.2431228638
484	0.2428897858
485	0.2427999268
486	0.2425918274
487	0.2423119202
488	0.2419712219
489	0.2416224365
490	0.2414120483
491	0.2412846832
492	0.2411041565
493	0.2409912109
494	0.2406799316
495	0.2405732422
496	0.240350708
497	0.2399778748
498	0.2396400146
499	0.2394691467
500	0.2392691803
501	0.2390840149
502	0.2388888855
503	0.2387191772
504	0.2385741119
505	0.2382633057
506	0.2380276031
507	0.2377825623
508	0.2374854431
509	0.2371359253
510	0.2369423523
511	0.2368125458
512	0.23651474
513	0.2363428955
514	0.2360855255
515	0.2358027649
516	0.2356920929
517	0.2354022675
518	0.2351045227
519	0.2348965912
520	0.23472229
521	0.234504364
522	0.2341572266
523	0.234047821
524	0.2338104553
525	0.2335829926
526	0.2334076843
527	0.2332192993
528	0.2329784698
529	0.2327495422
530	0.2325635834
531	0.2323126221
532	0.2321100464
533	0.2318456116
534	0.2315295715
535	0.2315263062
536	0.2313854828
537	0.2312386475
538	0.2310179596
539	0.2307527924
540	0.2303753204
541	0.2302486877
542	0.2302322693
543	0.2300405579
544	0.2298735199
545	0.2296271973
546	0.2294069824
547	0.2292093964
548	0.2289931641
549	0.2288409424
550	0.2286227264
551	0.2284331665
552	0.2281388397
553	0.227895813
554	0.2276656342
555	0.2273904419
556	0.2272590027
557	0.2271468811
558	0.2268427429
559	0.2267167358
560	0.2265848541
561	0.2264051819
562	0.2261815186
563	0.2258066406
564	0.225515564
565	0.2253268127
566	0.2251228638
567	0.2249412537
568	0.2245924988
569	0.2243392944
570	0.2240696716
571	0.2238205261
572	0.2235221405
573	0.2233021851
574	0.2231449585
575	0.2229794159
576	0.222771286
577	0.2227246704
578	0.2225330658
579	0.222377594
580	0.2221234131
581	0.2219645386
582	0.2216777496
583	0.2215483093
584	0.2214204712
585	0.2213070679
586	0.2210924377
587	0.2207182007
588	0.2206254578
589	0.2205232239
590	0.2203982239
591	0.2201400757
592	0.2197284241
593	0.2194031677
594	0.2191051331
595	0.2189745026
596	0.2188138123
597	0.2187821198
598	0.2185448914
599	0.2182781067
600	0.2181331635
601	0.2180097656
602	0.2178118134
603	0.2177656403
604	0.2175432129
605	0.217247467
606	0.216865448
607	0.2167002563
608	0.2166391602
609	0.2163986664
610	0.2161306915
611	0.2159582367
612	0.2156510925
613	0.2153982849
614	0.2150821838
615	0.2148147736
616	0.2145595703
617	0.2143588715
618	0.214338562
619	0.2141787109
620	0.2139195557
621	0.2137120667
622	0.2133657532
623	0.2131355286
624	0.2129768524
625	0.2126904907
626	0.2125321503
627	0.2125267487
628	0.2123039703
629	0.2121111298
630	0.2117793732
631	0.2116662598
632	0.2115817261
633	0.2113372345
634	0.2111817627
635	0.2108566895
636	0.210696228
637	0.2103661499
638	0.2102668304
639	0.2100712891
640	0.2099343567
641	0.2097922974
642	0.2096846313
643	0.2094512329
644	0.209109848
645	0.2089286346
646	0.2087271118
647	0.2085189209
648	0.208381012
649	0.2082012024
650	0.2078407135
651	0.2076497803
652	0.2074315491
653	0.2071483765
654	0.2069691925
655	0.2067428894
656	0.2065098877
657	0.2064957275
658	0.2061985321
659	0.2059244232
660	0.2057545319
661	0.2055560913
662	0.2054397736
663	0.205312439
664	0.2051720276
665	0.2049580688
666	0.2047574768
667	0.204541748
668	0.204428009
669	0.2041692352
670	0.2038711243
671	0.2035710754
672	0.2034883423
673	0.2031135864
674	0.2030562134
675	0.2028115387
676	0.202689209
677	0.2024819489
678	0.2022772522
679	0.2020901031
680	0.2020358276
681	0.2016938324
682	0.201497879
683	0.2013934326
684	0.2012031555
685	0.2010815125
686	0.2009513092
687	0.2007572021
688	0.2005016327
689	0.200324646
690	0.2001421661
691	0.1999897614
692	0.1996842651
693	0.1994811707
694	0.1993692932
695	0.1990794067
696	0.19884552
697	0.198574585
698	0.1983325958
699	0.1981579895
700	0.1979587402
701	0.1977580566
702	0.1976143188
703	0.1973748627
704	0.1972133026
705	0.1970402832
706	0.1968332825
707	0.1965712891
708	0.1962584839
709	0.196082016
710	0.196010498
711	0.1959461365
712	0.1956939545
713	0.1955391235
714	0.195380661
715	0.1952283936
716	0.1950197754
717	0.1948300629
718	0.194565979
719	0.1942723541
720	0.1940797729
721	0.1939893799
722	0.1937408447
723	0.1935402069
724	0.1932224121
725	0.1928855591
726	0.1925549164
727	0.1923754425
728	0.1921520691
729	0.1919554749
730	0.1918807373
731	0.1916277161
732	0.1914229431
733	0.1911590729
734	0.1910480957
735	0.1908018188
736	0.1906792603
737	0.1905595856
738	0.1904514771
739	0.1901701965
740	0.190081665
741	0.1899844818
742	0.1895875549
743	0.1894671783
744	0.1892723236
745	0.1890654297
746	0.1887727203
747	0.1885729523
748	0.1883794708
749	0.1882394257
750	0.188032486
751	0.1876904144
752	0.1873547974
753	0.1870840759
754	0.18679953
755	0.1865936584
756	0.1864371033
757	0.1862063141
758	0.1860861511
759	0.1858186493
760	0.1855312347
761	0.1854332123
762	0.1852576904
763	0.185086853
764	0.1848382111
765	0.1847427826
766	0.1845118713
767	0.1843646545
768	0.1842417145
769	0.1841030579
770	0.1838624725
771	0.1837821198
772	0.1835823669
773	0.1834039764
774	0.183256134
775	0.1831224976
776	0.1829002075
777	0.1826939392
778	0.1825306396
779	0.1822785645
780	0.1821208344
781	0.1819836273
782	0.1817739868
783	0.1816116638
784	0.1814619751
785	0.1812442932
786	0.1809603271
787	0.1809073334
788	0.180733551
789	0.1805648956
790	0.1804150696
791	0.1802669067
792	0.1801713104
793	0.1800345459
794	0.1799538727
795	0.1798756409
796	0.1797858887
797	0.179625351
798	0.1795064697
799	0.1793425293
800	0.1791591492
801	0.1789888458
802	0.1788040009
803	0.1786700439
804	0.1786021729
805	0.1784789886
806	0.1783300171
807	0.1782463989
808	0.1781683655
809	0.17794487
810	0.1778105164
811	0.1776856995
812	0.1776050568
813	0.1773361511
814	0.1771746368
815	0.1770931702
816	0.177001709
817	0.1768597717
818	0.1765812531
819	0.1764469147
820	0.1763024292
821	0.1761195984
822	0.1759293976
823	0.1757476807
824	0.175576416
825	0.175509552
826	0.1752857056
827	0.1751791992
828	0.1750754547
829	0.174905304
830	0.1746708527
831	0.1744903259
832	0.1744095764
833	0.1742564697
834	0.1739616852
835	0.1737975769
836	0.1736582794
837	0.1735428162
838	0.1734837646
839	0.1732714844
840	0.1731490784
841	0.1730666504
842	0.1728157349
843	0.1726850433
844	0.1725863037
845	0.1724615479
846	0.1723089752
847	0.1721435852
848	0.172046936
849	0.1718811646
850	0.1716610107
851	0.1715064392
852	0.1713925171
853	0.1712971497
854	0.1711776123
855	0.1710063171
856	0.1709038849
857	0.1707218323
858	0.1704840698
859	0.1702503662
860	0.1701360779
861	0.1700065155
862	0.1697975464
863	0.1696416473
864	0.1695508881
865	0.1694013977
866	0.1693076172
867	0.1690502014
868	0.1688983459
869	0.1687118835
870	0.1685120239
871	0.1683026123
872	0.1682147217
873	0.1680935669
874	0.1679435883
875	0.1677705994
876	0.1675709076
877	0.1674219055
878	0.1672723083
879	0.1670731201
880	0.1669656067
881	0.1669225159
882	0.1667645874
883	0.1666307068
884	0.166513504
885	0.1664231262
886	0.166309021
887	0.1660826416
888	0.1659197388
889	0.1657190857
890	0.1655848083
891	0.1653502045
892	0.1652043457
893	0.1650036926
894	0.1648445129
895	0.1647125702
896	0.1645703125
897	0.1644266663
898	0.1643305969
899	0.1642455902
900	0.164109848
901	0.1640337219
902	0.1639716644
903	0.1637090454
904	0.1636109924
905	0.1634773254
906	0.1634182129
907	0.1632479248
908	0.1630664978
909	0.1629120789
910	0.1627774048
911	0.162668045
912	0.1625884552
913	0.1624211884
914	0.1623392181
915	0.1621893616
916	0.1620905762
917	0.1620179138
918	0.1618488159
919	0.1617123718
920	0.1615491943
921	0.1614496307
922	0.1611309509
923	0.1610120697
924	0.160899231
925	0.1607764282
926	0.1606360168
927	0.1605314178
928	0.1604076385
929	0.1601991119
930	0.1600404663
931	0.1598219299
932	0.1596626282
933	0.1594823761
934	0.1593628998
935	0.159153656
936	0.1589674072
937	0.1588312378
938	0.1587037811
939	0.1585333862
940	0.158352417
941	0.1581934967
942	0.1580555725
943	0.1579443054
944	0.1578708496
945	0.15776828
946	0.1576668091
947	0.1575598755
948	0.1574485168
949	0.1573948669
950	0.157346405
951	0.1571977844
952	0.1571186218
953	0.1570230103
954	0.1569133606
955	0.1568113556
956	0.156712616
957	0.1565929718
958	0.1565167847
959	0.1563604126
960	0.1562717285
961	0.1561791992
962	0.1560332031
963	0.1559472351
964	0.1557852783
965	0.155680069
966	0.1555475464
967	0.1553903198
968	0.1552512054
969	0.1551564026
970	0.1550721436
971	0.1549454651
972	0.1547690735
973	0.1546143188
974	0.1545219269
975	0.1543765411
976	0.1542798157
977	0.1541098022
978	0.153993103
979	0.1539061279
980	0.1537478027
981	0.1536356354
982	0.1534848175
983	0.1533948975
984	0.1533132782
985	0.1531477051
986	0.1530044556
987	0.1528936768
988	0.1528148956
989	0.1527195129
990	0.1525580139
991	0.1524764404
992	0.1523960266
993	0.1521759949
994	0.1520213318
995	0.1518637238
996	0.1517445679
997	0.151557312
998	0.1513899536
999	0.1512889709
